Student_ID,Course_Code,Course_Title,Credits,Academic_Year,Semester,Enrollment_Date
RPM20220009,CS101,Introduction to Programming,4.0,2025/2026,Semester 2,2025-04-23
RPM20220009,CS301,Machine Learning,5.0,2024/2025,Semester 2,2025-11-11
RPM20220009,PHY101,Physics for Engineers,4.0,2023/2024,Semester 1,2025-06-25
RPM20220009,ENG101,Technical Writing,3.0,2025/2026,Semester 2,2025-10-26
RPM20220009,CS202,Web Development,3.0,2025/2026,S2,2025-06-24
RPM20220009,CS102,Data Structures,,2025/2026,Semester 1,2025-11-30
RPM20220009,MTH101,Calculus I,4.0,2025/2026,S2,2025-06-03
RPM20240010,MTH101,Calculus I,4.0,2023/2024,S1,2025-08-26
RPM20240010,CS202,Web Development,3.0,2023/2024,S2,2025-08-01
RPM20240010,ENG101,Technical Writing,3.0,2023/2024,SEM2,2025-06-21
RPM20240010,CS-101,Introduction to Programming,4.0,2024/2025,SEM2,2025-11-23
RPM20240010,MTH102,Linear Algebra,4.0,2025/2026,Semester 2,2026-01-05
RPM20240011,CS202,Web Development,3.0,2023/2024,S1,2025-10-09
RPM20240011,CS101,Introduction to Programming,4.0,2024/2025,S1,2025-03-26
RPM20240011,CS201,Database Systems,4.0,2024/2025,S2,2025-11-01
RPM20240011,CS102,Data Structures,5.0,2024/2025,S2,2025-05-15
RPM20240011,ENG101,Technical Writing,3.0,2025/2026,Semester 2,2025-03-08
RPM20240011,PHY101,Physics for Engineers,4.0,2025/2026,S1,2025-11-11
RPM20240011,MTH101,Calculus I,4.0,2024/2025,SEM1,2025-08-15
RPM20220012,CS102,Data Structures,5.0,2024/2025,SEM2,2025-07-28
RPM20220012,MTH101,Calculus I,4.0,2023/2024,Semester 1,2025-09-01
RPM20220012,CS202,Web Development,3.0,2023/2024,Semester 2,2025-06-27
RPM20220012,CS201,Database Systems,4.0,2023/2024,SEM2,2025-08-23
RPM20220012,ENG101,Technical Writing,3.0,2024/2025,SEM2,2025-08-17
RPM20220012,MTH102,Linear Algebra,4.0,2025/2026,SEM1,2025-11-25
RPM20220012,CS101,Introduction to Programming,4.0,2025/2026,S2,2025-12-01
RPM20250013,CS202,Web Development,3.0,2024/2025,Semester 2,2025-04-20
RPM20250013,CS302,Cloud Computing,4.0,2023/2024,S2,2025-09-23
RPM20250013,MTH101,Calculus I,4.0,2025/2026,Semester 1,2025-04-16
RPM20250013,CS101,Introduction to Programming,4.0,2024/2025,SEM2,2025-04-25
RPM20250013,PHY101,Physics for Engineers,4.0,2024/2025,Semester 1,2025-12-05
RPM20250013,MTH102,Linear Algebra,4.0,2025/2026,SEM2,2025-03-18
RPM20250013,CS102,Data Structures,5.0,2023/2024,Semester 2,2025-08-19
RPM20250014,CS302,Cloud Computing,4.0,2025/2026,SEM2,2025-07-19
RPM20250014,CS-101,Introduction to Programming,4.0,2024/2025,Semester 2,2025-12-11
RPM20250014,MTH101,Calculus I,4.0,2023/2024,Semester 1,2025-12-12
RPM20250014,PHY101,Physics for Engineers,4.0,2023/2024,SEM1,2025-04-25
RPM20250014,ENG101,Technical Writing,3.0,2024/2025,SEM2,2025-12-03
RPM20220015,ENG101,Technical Writing,3.0,2024/2025,S2,2025-04-26
RPM20220015,CS101,Introduction to Programming,4.0,2023/2024,Semester 1,2025-02-26
RPM20220015,MTH101,Calculus I,4.0,2023/2024,SEM1,2025-08-29
RPM20220015,PHY101,Physics for Engineers,4.0,2024/2025,SEM1,2025-07-10
RPM20220015,CS302,Cloud Computing,4.0,2025/2026,Semester 2,2026-01-05
RPM20220015,MTH102,Linear Algebra,4.0,2024/2025,Semester 1,2026-01-01
RPM20220015,CS201,Database Systems,4.0,2025/2026,SEM2,2025-06-30
RPM20240016,CS102,Data Structures,5.0,2024/2025,S1,2025-03-29
RPM20240016,CS201,Database Systems,4.0,2023/2024,Semester 1,2025-06-09
RPM20240016,CS301,Machine Learning,5.0,2024/2025,Semester 1,2025-06-10
RPM20240016,CS202,Web Development,3.0,2023/2024,S2,2025-10-05
RPM20240016,CS302,Cloud Computing,4.0,2024/2025,Semester 1,2025-11-29
RPM20240016,CS101,Introduction to Programming,4.0,2025/2026,SEM2,2025-07-11
RPM20230017,PHY101,Physics for Engineers,4.0,2024/2025,S1,2025-04-21
RPM20230017,,Data Structures,5.0,2025/2026,S2,2025-09-21
RPM20230017,CS-301,Machine Learning,5.0,2024/2025,SEM1,2025-11-28
RPM20230017,CS201,Database Systems,4.0,2025/2026,SEM2,2025-03-03
RPM20250018,ENG101,Technical Writing,,2025/2026,SEM2,2025-10-19
RPM20250018,PHY101,Physics for Engineers,4.0,2025/2026,S1,2025-08-15
RPM20250018,,Data Structures,5.0,2024/2025,S1,2025-11-02
RPM20250018,CS201,Database Systems,4.0,2024/2025,S2,2025-05-12
RPM20250019,PHY101,Physics for Engineers,4.0,2024/2025,Semester 1,2025-07-29
RPM20250019,CS-302,Cloud Computing,4.0,2024/2025,Semester 2,2025-12-15
RPM20250019,CS102,Data Structures,5.0,2025/2026,S1,2025-12-08
RPM20250019,CS101,Introduction to Programming,4.0,2023/2024,S1,2025-04-23
RPM20250019,MTH102,Linear Algebra,4.0,2023/2024,S2,2025-09-08
RPM20250020,MTH102,Linear Algebra,4.0,2023/2024,S2,2026-01-08
RPM20250020,PHY101,Physics for Engineers,4.0,2025/2026,Semester 2,2025-12-01
RPM20250020,CS302,Cloud Computing,4.0,2024/2025,S2,2025-09-17
RPM20250020,ENG101,Technical Writing,3.0,2025/2026,Semester 2,2025-08-12
RPM20240021,PHY101,Physics for Engineers,4.0,2023/2024,S2,2025-11-19
RPM20240021,MTH101,Calculus I,4.0,2025/2026,Semester 2,2025-11-16
RPM20240021,CS101,Introduction to Programming,4.0,2024/2025,SEM2,2025-05-10
RPM20240021,,Web Development,3.0,2024/2025,Semester 1,2025-03-04
RPM20240022,CS301,Machine Learning,5.0,2025/2026,S1,2026-01-13
RPM20240022,PHY101,Physics for Engineers,4.0,2023/2024,SEM2,2025-04-14
RPM20240022,CS202,Web Development,3.0,2025/2026,S2,2025-08-25
RPM20240022,CS302,Cloud Computing,4.0,2023/2024,SEM2,2025-04-18
RPM20240022,,Technical Writing,3.0,2023/2024,SEM1,2025-08-17
RPM20250023,CS102,Data Structures,5.0,2024/2025,SEM1,2025-04-09
RPM20250023,CS201,Database Systems,4.0,2024/2025,S2,2025-07-20
RPM20250023,CS301,Machine Learning,5.0,2024/2025,S1,2025-09-08
RPM20250023,MTH101,Calculus I,4.0,2023/2024,SEM1,2025-03-21
RPM20250024,CS302,Cloud Computing,4.0,2025/2026,S2,2025-03-22
RPM20250024,ENG101,Technical Writing,3.0,2023/2024,S2,2025-08-25
RPM20250024,CS202,Web Development,3.0,2023/2024,Semester 2,2025-10-08
RPM20250024,CS101,Introduction to Programming,4.0,2023/2024,S2,2025-03-21
RPM20250025,CS202,Web Development,3.0,2025/2026,SEM1,2025-03-17
RPM20250025,ENG101,Technical Writing,3.0,2023/2024,S2,2025-04-19
RPM20250025,CS301,Machine Learning,5.0,2023/2024,Semester 2,2025-09-30
RPM20250025,CS201,Database Systems,4.0,2024/2025,SEM2,2026-01-10
RPM20250026,CS-301,Machine Learning,5.0,2025/2026,S2,2025-08-23
RPM20250026,CS302,Cloud Computing,4.0,2025/2026,Semester 1,2025-04-06
RPM20250026,PHY101,Physics for Engineers,4.0,2023/2024,S2,2025-04-08
RPM20250026,ENG101,Technical Writing,3.0,2023/2024,SEM2,2025-08-25
RPM20250026,CS102,Data Structures,5.0,2023/2024,SEM2,2025-06-06
RPM20250026,MTH101,Calculus I,4.0,2025/2026,SEM2,2025-02-25
RPM20250027,,Introduction to Programming,4.0,2023/2024,S2,2026-01-07
RPM20250027,MTH101,Calculus I,4.0,2023/2024,SEM1,2025-07-29
RPM20250027,PHY101,Physics for Engineers,4.0,2024/2025,Semester 1,2025-03-31
RPM20250027,ENG101,Technical Writing,3.0,2025/2026,S2,2025-03-18
RPM20240028,CS202,Web Development,3.0,2024/2025,SEM1,2025-10-17
RPM20240028,CS201,Database Systems,4.0,2023/2024,S2,2025-11-25
RPM20240028,MTH101,Calculus I,4.0,2025/2026,Semester 1,2025-09-10
RPM20240028,ENG101,Technical Writing,3.0,2023/2024,SEM1,2025-08-02
RPM20240028,PHY101,Physics for Engineers,4.0,2023/2024,SEM1,2025-02-20
RPM20240028,CS302,Cloud Computing,4.0,2024/2025,S1,2025-02-12
RPM20240028,CS102,Data Structures,5.0,2025/2026,S1,2025-09-06
RPM20220029,CS102,Data Structures,5.0,2025/2026,Semester 1,2025-07-26
RPM20220029,CS202,Web Development,3.0,2024/2025,Semester 1,2025-10-20
RPM20220029,MTH102,Linear Algebra,4.0,2025/2026,SEM2,2025-09-19
RPM20220029,CS201,Database Systems,4.0,2024/2025,S2,2025-08-27
RPM20220029,ENG101,Technical Writing,3.0,2024/2025,Semester 2,2025-11-06
RPM20220029,CS302,Cloud Computing,4.0,2024/2025,Semester 2,2025-02-22
RPM20220029,MTH101,Calculus I,4.0,2024/2025,S1,2025-12-19
RPM20240030,CS301,Machine Learning,5.0,2023/2024,S1,2025-10-27
RPM20240030,CS302,Cloud Computing,4.0,2025/2026,S1,2025-06-21
RPM20240030,CS101,Introduction to Programming,4.0,2023/2024,Semester 2,2025-02-12
RPM20240030,PHY101,Physics for Engineers,4.0,2025/2026,S1,2025-06-07
RPM20240031,ENG101,Technical Writing,3.0,2024/2025,SEM2,2025-05-31
RPM20240031,CS302,Cloud Computing,4.0,2024/2025,SEM1,2025-06-09
RPM20240031,CS201,Database Systems,4.0,2025/2026,Semester 1,2025-09-22
RPM20240031,CS202,Web Development,3.0,2024/2025,S1,2025-05-20
RPM20230032,MTH102,Linear Algebra,4.0,2025/2026,Semester 1,2025-11-03
RPM20230032,CS301,Machine Learning,5.0,2024/2025,S2,2025-06-01
RPM20230032,CS102,Data Structures,5.0,2025/2026,Semester 1,2025-06-02
RPM20230032,CS302,Cloud Computing,4.0,2024/2025,Semester 1,2025-11-06
RPM20230032,ENG101,Technical Writing,3.0,2023/2024,S2,2025-12-28
RPM20230032,cs101,Introduction to Programming,4.0,2024/2025,Semester 2,2025-11-08
RPM20250033,MTH101,Calculus I,4.0,2024/2025,SEM2,2025-11-22
RPM20250033,ENG101,Technical Writing,3.0,2023/2024,SEM1,2025-12-06
RPM20250033,MTH102,Linear Algebra,4.0,2025/2026,Semester 1,2025-07-16
RPM20250033,CS302,Cloud Computing,4.0,2024/2025,SEM2,2025-02-13
RPM20250033,CS202,Web Development,3.0,2025/2026,Semester 1,2025-05-28
RPM20250034,MTH101,Calculus I,4.0,2023/2024,S2,2025-08-11
RPM20250034,ENG101,Technical Writing,3.0,2024/2025,SEM2,2025-09-18
RPM20250034,MTH102,Linear Algebra,4.0,2023/2024,S1,2025-12-10
RPM20250034,CS101,Introduction to Programming,4.0,2023/2024,SEM1,2025-02-28
RPM20250034,CS301,Machine Learning,5.0,2024/2025,S2,2025-10-07
RPM20240035,MTH102,Linear Algebra,4.0,2023/2024,Semester 2,2025-09-02
RPM20240035,CS-201,Database Systems,4.0,2023/2024,SEM2,2025-03-28
RPM20240035,CS101,Introduction to Programming,4.0,2025/2026,SEM2,2025-06-24
RPM20240035,ENG101,Technical Writing,3.0,2025/2026,SEM1,2025-06-01
RPM20240035,,Machine Learning,5.0,2025/2026,SEM2,2025-06-28
RPM20240035,PHY101,Physics for Engineers,4.0,2023/2024,Semester 2,2025-11-12
RPM20240035,CS-302,Cloud Computing,4.0,2023/2024,Semester 1,2025-10-30
RPM20230036,CS201,Database Systems,4.0,2025/2026,Semester 2,2025-10-30
RPM20230036,CS301,Machine Learning,5.0,2023/2024,Semester 1,2025-09-27
RPM20230036,ENG101,Technical Writing,3.0,2025/2026,SEM1,2025-03-05
RPM20230036,CS101,Introduction to Programming,4.0,2023/2024,Semester 1,2025-10-22
RPM20230036,MTH101,Calculus I,4.0,2024/2025,SEM2,2025-06-29
RPM20230036,,Linear Algebra,4.0,2023/2024,SEM1,2025-05-05
RPM20230036,PHY101,Physics for Engineers,4.0,2023/2024,S1,2025-10-17
RPM20240037,PHY101,Physics for Engineers,4.0,2025/2026,Semester 1,2025-03-01
RPM20240037,MTH101,Calculus I,4.0,2025/2026,Semester 2,2025-07-09
RPM20240037,ENG101,Technical Writing,3.0,2024/2025,SEM2,2025-05-01
RPM20240037,CS102,Data Structures,5.0,2023/2024,SEM2,2025-05-21
RPM20240038,CS302,Cloud Computing,4.0,2024/2025,S2,2025-12-13
RPM20240038,ENG101,Technical Writing,3.0,2023/2024,S1,2025-05-28
RPM20240038,MTH102,Linear Algebra,4.0,2025/2026,Semester 2,2025-08-11
RPM20240038,MTH101,Calculus I,4.0,2023/2024,SEM1,2025-02-14
RPM20240038,PHY101,Physics for Engineers,4.0,2024/2025,Semester 2,2025-04-03
RPM20240038,CS201,Database Systems,4.0,2025/2026,S2,2025-04-24
RPM20230039,MTH102,Linear Algebra,4.0,2024/2025,Semester 1,2025-08-11
RPM20230039,CS302,Cloud Computing,4.0,2025/2026,Semester 1,2026-01-05
RPM20230039,PHY101,Physics for Engineers,4.0,2025/2026,S1,2025-12-06
RPM20230039,ENG101,Technical Writing,3.0,2023/2024,Semester 1,2025-06-12
RPM20250040,CS302,Cloud Computing,4.0,2024/2025,SEM1,2025-04-24
RPM20250040,CS201,Database Systems,,2025/2026,S2,2025-03-30
RPM20250040,ENG101,Technical Writing,3.0,2025/2026,S2,2025-10-27
RPM20250040,CS301,Machine Learning,5.0,2023/2024,Semester 1,2025-04-16
RPM20250040,CS101,Introduction to Programming,4.0,2023/2024,Semester 2,2025-10-13
RPM20220041,CS202,Web Development,3.0,2023/2024,SEM2,2025-09-24
RPM20220041,CS101,Introduction to Programming,4.0,2023/2024,Semester 2,2025-02-13
RPM20220041,CS102,Data Structures,5.0,2025/2026,Semester 2,2025-03-12
RPM20220041,PHY101,Physics for Engineers,4.0,2023/2024,SEM1,2025-08-21
RPM20240042,MTH101,Calculus I,4.0,2024/2025,Semester 1,2025-06-29
RPM20240042,CS202,Web Development,3.0,2024/2025,S1,2025-04-22
RPM20240042,,Cloud Computing,,2025/2026,SEM1,2025-08-01
RPM20240042,CS201,Database Systems,,2025/2026,SEM2,2025-09-12
RPM20240042,MTH102,Linear Algebra,4.0,2025/2026,SEM2,2025-10-17
RPM20240042,CS102,Data Structures,5.0,2025/2026,S1,2025-12-04
RPM20250043,CS302,Cloud Computing,4.0,2024/2025,S1,2025-08-23
RPM20250043,CS201,Database Systems,4.0,2023/2024,Semester 2,2025-12-15
RPM20250043,CS202,Web Development,3.0,2024/2025,Semester 1,2025-07-26
RPM20250043,PHY101,Physics for Engineers,4.0,2024/2025,SEM1,2025-07-18
RPM20250043,cs101,Introduction to Programming,4.0,2023/2024,SEM1,2025-05-07
RPM20250043,CS-301,Machine Learning,5.0,2023/2024,Semester 1,2025-06-01
RPM20240044,CS302,Cloud Computing,4.0,2023/2024,SEM2,2026-01-01
RPM20240044,PHY101,Physics for Engineers,4.0,2024/2025,S1,2025-08-15
RPM20240044,MTH102,Linear Algebra,4.0,2025/2026,Semester 2,2025-08-25
RPM20240044,CS202,Web Development,3.0,2023/2024,Semester 2,2025-12-20
RPM20240044,MTH101,Calculus I,4.0,2025/2026,Semester 1,2026-01-08
RPM20240044,CS102,Data Structures,5.0,2025/2026,S2,2025-07-25
RPM20240044,CS-301,Machine Learning,5.0,2024/2025,SEM1,2025-07-05
RPM20250045,CS-301,Machine Learning,5.0,2025/2026,S2,2025-06-08
RPM20250045,cs302,Cloud Computing,4.0,2023/2024,Semester 1,2025-09-17
RPM20250045,MTH102,Linear Algebra,4.0,2025/2026,Semester 1,2025-09-28
RPM20250045,eng101,Technical Writing,3.0,2023/2024,Semester 1,2025-02-15
RPM20250045,PHY101,Physics for Engineers,4.0,2025/2026,SEM2,2025-11-01
RPM20250045,MTH101,Calculus I,4.0,2024/2025,Semester 2,2025-08-08
RPM20220046,CS101,Introduction to Programming,4.0,2025/2026,SEM2,2025-12-09
RPM20220046,CS-202,Web Development,3.0,2023/2024,S1,2025-06-10
RPM20220046,CS302,Cloud Computing,4.0,2023/2024,S2,2025-10-04
RPM20220046,ENG101,Technical Writing,,2025/2026,SEM2,2025-09-12
RPM20220046,cs301,Machine Learning,5.0,2025/2026,Semester 1,2025-03-18
RPM20220046,CS-201,Database Systems,4.0,2024/2025,Semester 1,2025-03-07
RPM20220046,PHY101,Physics for Engineers,4.0,2025/2026,SEM2,2025-07-15
RPM20230047,ENG101,Technical Writing,3.0,2024/2025,S2,2025-07-21
RPM20230047,CS102,Data Structures,5.0,2023/2024,S2,2025-10-07
RPM20230047,CS302,Cloud Computing,4.0,2023/2024,S1,2025-08-02
RPM20230047,MTH102,Linear Algebra,4.0,2024/2025,S1,2025-08-22
RPM20250048,PHY101,Physics for Engineers,4.0,2024/2025,Semester 2,2026-01-09
RPM20250048,CS-101,Introduction to Programming,4.0,2025/2026,Semester 2,2025-03-01
RPM20250048,MTH102,Linear Algebra,4.0,2023/2024,S1,2025-12-09
RPM20250048,CS301,Machine Learning,5.0,2025/2026,SEM2,2025-03-13
RPM20240049,CS301,Machine Learning,5.0,2023/2024,SEM1,2025-06-13
RPM20240049,eng101,Technical Writing,3.0,2023/2024,SEM1,2025-10-07
RPM20240049,CS102,Data Structures,5.0,2023/2024,Semester 1,2025-09-18
RPM20240049,PHY101,Physics for Engineers,4.0,2025/2026,SEM1,2025-09-11
RPM20240049,CS302,Cloud Computing,4.0,2025/2026,Semester 1,2025-08-10
RPM20240049,CS202,Web Development,3.0,2024/2025,S1,2025-06-09
RPM20240049,CS101,Introduction to Programming,4.0,2023/2024,Semester 1,2025-03-01
RPM20240050,CS302,Cloud Computing,4.0,2023/2024,Semester 2,2025-07-19
RPM20240050,ENG101,Technical Writing,3.0,2025/2026,SEM1,2025-08-22
RPM20240050,MTH102,Linear Algebra,4.0,2024/2025,S2,2025-08-22
RPM20240050,CS102,Data Structures,5.0,2024/2025,Semester 2,2025-11-01
RPM20220051,CS301,Machine Learning,5.0,2024/2025,SEM2,2025-04-26
RPM20220051,CS-102,Data Structures,5.0,2024/2025,Semester 1,2025-11-03
RPM20220051,MTH101,Calculus I,4.0,2025/2026,S2,2025-08-16
RPM20220051,CS201,Database Systems,4.0,2023/2024,Semester 2,2025-05-20
RPM20220052,CS101,Introduction to Programming,4.0,2024/2025,S1,2025-03-29
RPM20220052,CS-202,Web Development,3.0,2023/2024,S1,2025-09-24
RPM20220052,,Data Structures,5.0,2024/2025,SEM1,2025-10-03
RPM20220052,CS302,Cloud Computing,4.0,2023/2024,SEM2,2025-07-05
RPM20220052,MTH102,Linear Algebra,4.0,2025/2026,Semester 2,2025-10-22
RPM20220052,CS201,Database Systems,4.0,2024/2025,S1,2025-12-30
RPM20220053,CS102,Data Structures,5.0,2023/2024,S1,2025-10-13
RPM20220053,CS-202,Web Development,3.0,2024/2025,SEM2,2025-10-02
RPM20220053,CS201,Database Systems,4.0,2025/2026,SEM2,2025-12-06
RPM20220053,CS301,Machine Learning,5.0,2025/2026,Semester 1,2025-12-24
RPM20230054,PHY101,Physics for Engineers,4.0,2024/2025,Semester 2,2025-09-28
RPM20230054,,Data Structures,5.0,2025/2026,SEM1,2025-10-13
RPM20230054,CS-202,Web Development,3.0,2024/2025,S1,2025-11-11
RPM20230054,mth101,Calculus I,4.0,2024/2025,S1,2025-05-13
RPM20230054,MTH102,Linear Algebra,4.0,2025/2026,S1,2025-11-14
RPM20230054,CS101,Introduction to Programming,4.0,2024/2025,S2,2025-05-25
RPM20230054,CS302,Cloud Computing,4.0,2025/2026,Semester 2,2025-09-17
RPM20250055,CS202,Web Development,3.0,2024/2025,S2,2025-05-24
RPM20250055,ENG101,Technical Writing,3.0,2024/2025,SEM2,2025-03-16
RPM20250055,MTH101,Calculus I,4.0,2023/2024,SEM2,2025-03-09
RPM20250055,PHY101,Physics for Engineers,4.0,2025/2026,Semester 2,2025-12-22
RPM20250055,CS201,Database Systems,4.0,2023/2024,SEM1,2025-06-01
RPM20250055,CS301,Machine Learning,5.0,2025/2026,S1,2025-11-24
RPM20220056,MTH101,Calculus I,4.0,2024/2025,S2,2025-11-10
RPM20220056,,Web Development,3.0,2023/2024,SEM1,2025-06-05
RPM20220056,CS102,Data Structures,5.0,2024/2025,Semester 1,2026-01-08
RPM20220056,CS301,Machine Learning,5.0,2023/2024,SEM2,2025-09-02
RPM20220056,PHY101,Physics for Engineers,4.0,2024/2025,Semester 2,2025-11-12
RPM20220056,CS302,Cloud Computing,4.0,2024/2025,Semester 1,2025-04-11
RPM20220056,MTH102,Linear Algebra,4.0,2024/2025,Semester 1,2025-05-14
RPM20250057,CS201,Database Systems,4.0,2023/2024,SEM1,2025-06-08
RPM20250057,MTH102,Linear Algebra,4.0,2024/2025,SEM1,2025-04-27
RPM20250057,CS202,Web Development,3.0,2024/2025,Semester 2,2025-03-25
RPM20250057,CS301,Machine Learning,5.0,2025/2026,SEM2,2025-09-27
RPM20250057,ENG101,Technical Writing,3.0,2024/2025,Semester 1,2025-07-12
RPM20230058,MTH101,Calculus I,4.0,2024/2025,S2,2025-04-15
RPM20230058,CS302,Cloud Computing,4.0,2023/2024,SEM1,2025-07-30
RPM20230058,CS101,Introduction to Programming,4.0,2023/2024,SEM2,2025-05-02
RPM20230058,cs201,Database Systems,4.0,2025/2026,SEM1,2025-07-22
RPM20230058,phy101,Physics for Engineers,4.0,2023/2024,SEM2,2025-09-12
RPM20250059,ENG101,Technical Writing,3.0,2024/2025,Semester 2,2025-04-23
RPM20250059,CS301,Machine Learning,5.0,2023/2024,Semester 1,2025-03-11
RPM20250059,,Web Development,3.0,2023/2024,S2,2025-12-03
RPM20250059,CS102,Data Structures,5.0,2025/2026,Semester 2,2025-06-25
RPM20250059,MTH101,Calculus I,4.0,2025/2026,SEM2,2025-07-13
RPM20250059,CS101,Introduction to Programming,4.0,2025/2026,SEM2,2025-06-12
RPM20250059,MTH102,Linear Algebra,4.0,2025/2026,SEM2,2025-08-09
RPM20230060,PHY101,Physics for Engineers,4.0,2025/2026,SEM1,2025-07-27
RPM20230060,CS102,Data Structures,5.0,2023/2024,Semester 1,2025-04-17
RPM20230060,ENG101,Technical Writing,3.0,2025/2026,Semester 1,2025-04-02
RPM20230060,MTH102,Linear Algebra,4.0,2025/2026,S2,2025-10-20
RPM20230060,MTH101,Calculus I,4.0,2023/2024,Semester 1,2025-03-13
RPM20230060,CS302,Cloud Computing,4.0,2024/2025,Semester 1,2025-09-05
RPM20230060,CS201,Database Systems,4.0,2023/2024,S2,2025-12-05
RPM20230061,CS202,Web Development,3.0,2024/2025,S2,2025-10-21
RPM20230061,PHY101,Physics for Engineers,4.0,2025/2026,SEM1,2025-03-25
RPM20230061,CS101,Introduction to Programming,4.0,2025/2026,Semester 1,2025-10-31
RPM20230061,ENG101,Technical Writing,3.0,2025/2026,Semester 2,2026-01-13
RPM20240062,CS301,Machine Learning,5.0,2024/2025,SEM2,2025-12-17
RPM20240062,PHY101,Physics for Engineers,4.0,2025/2026,S1,2025-08-22
RPM20240062,CS101,Introduction to Programming,4.0,2023/2024,S1,2026-01-04
RPM20240062,ENG101,Technical Writing,3.0,2025/2026,Semester 1,2025-12-07
RPM20230063,CS201,Database Systems,4.0,2025/2026,SEM1,2025-07-27
RPM20230063,CS301,Machine Learning,5.0,2024/2025,SEM1,2025-11-26
RPM20230063,CS302,Cloud Computing,4.0,2023/2024,Semester 2,2026-01-09
RPM20230063,CS101,Introduction to Programming,4.0,2023/2024,Semester 1,2025-10-15
RPM20230063,ENG101,Technical Writing,3.0,2024/2025,Semester 2,2025-02-23
RPM20250064,MTH101,Calculus I,4.0,2025/2026,SEM2,2025-11-04
RPM20250064,CS301,Machine Learning,5.0,2024/2025,S1,2025-08-08
RPM20250064,CS302,Cloud Computing,4.0,2025/2026,SEM1,2025-06-18
RPM20250064,ENG101,Technical Writing,3.0,2024/2025,S2,2025-08-22
RPM20250064,CS201,Database Systems,4.0,2023/2024,S2,2025-12-17
RPM20250064,PHY101,Physics for Engineers,4.0,2024/2025,S1,2025-07-31
