Student_ID,Course_Code,Course_Title,Credits,Academic_Year,Semester,Enrollment_Date
RPH20220017,CS101,Introduction to Programming,4.0,2024/2025,S2,2025-06-20
RPH20220017,MTH101,Calculus I,4.0,2024/2025,Semester 2,2025-03-20
RPH20220017,CS102,Data Structures,5.0,2023/2024,Semester 2,2025-03-26
RPH20220017,CS202,Web Development,3.0,2025/2026,Semester 1,2025-06-16
RPH20220017,CS201,Database Systems,4.0,2024/2025,Semester 1,2025-05-27
RPH20240018,,Technical Writing,3.0,2024/2025,Semester 1,2025-03-27
RPH20240018,CS-301,Machine Learning,5.0,2025/2026,Semester 2,2025-08-27
RPH20240018,cs202,Web Development,3.0,2023/2024,Semester 2,2025-08-27
RPH20240018,CS102,Data Structures,5.0,2024/2025,S2,2025-08-26
RPH20230019,MTH101,Calculus I,4.0,2024/2025,S1,2025-12-07
RPH20230019,CS101,Introduction to Programming,4.0,2024/2025,Semester 1,2025-03-23
RPH20230019,CS302,Cloud Computing,4.0,2023/2024,Semester 1,2025-02-12
RPH20230019,CS301,Machine Learning,5.0,2023/2024,S1,2025-06-14
RPH20230020,CS102,Data Structures,5.0,2023/2024,SEM1,2025-07-29
RPH20230020,ENG101,Technical Writing,3.0,2023/2024,Semester 2,2025-12-06
RPH20230020,CS101,Introduction to Programming,4.0,2025/2026,Semester 1,2025-03-17
RPH20230020,MTH102,Linear Algebra,4.0,2024/2025,Semester 1,2025-05-12
RPH20230020,PHY101,Physics for Engineers,4.0,2023/2024,SEM2,2025-11-05
RPH20230020,MTH101,Calculus I,4.0,2023/2024,Semester 2,2025-05-21
RPH20230020,cs301,Machine Learning,5.0,2025/2026,S1,2025-11-29
RPH20220021,CS102,Data Structures,5.0,2024/2025,S2,2025-03-08
RPH20220021,CS302,Cloud Computing,4.0,2024/2025,SEM2,2025-06-08
RPH20220021,CS201,Database Systems,4.0,2023/2024,Semester 1,2025-05-03
RPH20220021,ENG101,Technical Writing,3.0,2024/2025,Semester 1,2025-08-20
RPH20220021,MTH101,Calculus I,4.0,2024/2025,Semester 1,2025-09-14
RPH20220021,CS-202,Web Development,3.0,2024/2025,Semester 1,2025-06-06
RPH20230022,ENG101,Technical Writing,3.0,2023/2024,S2,2025-08-07
RPH20230022,cs102,Data Structures,5.0,2024/2025,SEM2,2025-12-11
RPH20230022,CS302,Cloud Computing,4.0,2025/2026,S1,2025-04-19
RPH20230022,MTH101,Calculus I,4.0,2024/2025,S1,2025-03-13
RPH20230022,CS201,Database Systems,4.0,2025/2026,S2,2025-07-23
RPH20230023,PHY101,Physics for Engineers,4.0,2025/2026,S2,2025-10-26
RPH20230023,MTH102,Linear Algebra,4.0,2024/2025,SEM1,2025-07-02
RPH20230023,ENG101,Technical Writing,3.0,2023/2024,SEM1,2025-02-13
RPH20230023,CS102,Data Structures,5.0,2024/2025,S1,2025-06-12
RPH20230023,CS201,Database Systems,4.0,2025/2026,SEM2,2025-11-22
RPH20230023,cs301,Machine Learning,5.0,2024/2025,SEM2,2025-12-14
RPH20230023,MTH101,Calculus I,4.0,2023/2024,SEM2,2025-11-02
RPH20230024,PHY101,Physics for Engineers,4.0,2025/2026,Semester 2,2025-11-01
RPH20230024,ENG101,Technical Writing,3.0,2024/2025,Semester 1,2025-05-17
RPH20230024,CS201,Database Systems,4.0,2025/2026,S1,2025-12-28
RPH20230024,CS-102,Data Structures,5.0,2025/2026,S1,2025-03-10
RPH20240025,CS202,Web Development,3.0,2024/2025,Semester 2,2025-06-01
RPH20240025,MTH102,Linear Algebra,4.0,2025/2026,Semester 2,2026-01-10
RPH20240025,CS102,Data Structures,5.0,2025/2026,S2,2025-05-08
RPH20240025,cs301,Machine Learning,5.0,2025/2026,Semester 2,2025-04-12
RPH20250026,CS102,Data Structures,5.0,2024/2025,Semester 2,2025-03-06
RPH20250026,CS101,Introduction to Programming,4.0,2025/2026,Semester 1,2025-09-01
RPH20250026,MTH101,Calculus I,4.0,2024/2025,S2,2025-11-09
RPH20250026,CS301,Machine Learning,5.0,2025/2026,S1,2025-09-21
RPH20240027,ENG101,Technical Writing,3.0,2023/2024,S2,2025-05-21
RPH20240027,CS202,Web Development,3.0,2023/2024,Semester 2,2025-03-02
RPH20240027,MTH102,Linear Algebra,4.0,2023/2024,S2,2025-03-25
RPH20240027,CS-301,Machine Learning,5.0,2025/2026,SEM1,2025-05-06
RPH20220028,CS302,Cloud Computing,4.0,2025/2026,SEM2,2025-12-19
RPH20220028,MTH101,Calculus I,4.0,2025/2026,S1,2025-07-04
RPH20220028,CS-101,Introduction to Programming,4.0,2024/2025,SEM2,2025-09-16
RPH20220028,CS301,Machine Learning,5.0,2023/2024,Semester 1,2025-11-01
RPH20220028,CS201,Database Systems,4.0,2025/2026,S1,2025-03-19
RPH20220028,CS102,Data Structures,5.0,2025/2026,Semester 1,2025-10-06
RPH20240029,ENG101,Technical Writing,3.0,2024/2025,Semester 1,2025-10-11
RPH20240029,CS201,Database Systems,4.0,2023/2024,SEM1,2025-12-28
RPH20240029,CS302,Cloud Computing,4.0,2023/2024,S2,2025-09-09
RPH20240029,CS301,Machine Learning,5.0,2025/2026,SEM1,2025-08-22
RPH20240029,,Physics for Engineers,4.0,2023/2024,SEM2,2025-07-04
RPH20240029,MTH102,Linear Algebra,4.0,2024/2025,SEM2,2025-09-26
RPH20240029,CS202,Web Development,3.0,2025/2026,S1,2025-10-13
RPH20230030,CS102,Data Structures,5.0,2023/2024,S1,2025-10-11
RPH20230030,MTH102,Linear Algebra,4.0,2024/2025,Semester 2,2025-08-15
RPH20230030,CS201,Database Systems,4.0,2023/2024,SEM1,2025-05-21
RPH20230030,MTH101,Calculus I,4.0,2024/2025,S2,2025-10-15
RPH20230030,CS202,Web Development,3.0,2023/2024,SEM2,2025-11-10
RPH20250031,cs101,Introduction to Programming,4.0,2024/2025,Semester 1,2025-12-21
RPH20250031,CS202,Web Development,3.0,2025/2026,Semester 2,2025-09-27
RPH20250031,CS102,Data Structures,5.0,2023/2024,S1,2025-12-15
RPH20250031,ENG101,Technical Writing,3.0,2024/2025,SEM2,2025-10-31
RPH20250031,PHY101,Physics for Engineers,4.0,2025/2026,SEM1,2025-12-12
RPH20250031,MTH101,Calculus I,4.0,2024/2025,Semester 1,2025-03-23
RPH20240032,CS202,Web Development,3.0,2023/2024,Semester 1,2025-02-14
RPH20240032,CS101,Introduction to Programming,4.0,2023/2024,SEM1,2025-08-18
RPH20240032,MTH101,Calculus I,4.0,2023/2024,S2,2025-08-15
RPH20240032,ENG101,Technical Writing,3.0,2025/2026,Semester 1,2025-05-27
RPH20240032,CS201,Database Systems,4.0,2024/2025,SEM1,2025-10-15
RPH20230033,ENG101,Technical Writing,3.0,2023/2024,SEM2,2025-02-28
RPH20230033,CS-102,Data Structures,5.0,2023/2024,S2,2025-05-14
RPH20230033,CS201,Database Systems,4.0,2024/2025,S2,2025-02-24
RPH20230033,CS101,Introduction to Programming,4.0,2023/2024,S2,2025-04-12
RPH20230033,MTH101,Calculus I,4.0,2024/2025,S2,2025-08-21
RPH20230033,CS301,Machine Learning,5.0,2024/2025,Semester 1,2025-10-28
RPH20230033,CS302,Cloud Computing,4.0,2025/2026,Semester 2,2025-07-25
RPH20240034,CS302,Cloud Computing,4.0,2024/2025,SEM1,2025-02-27
RPH20240034,CS301,Machine Learning,5.0,2023/2024,SEM2,2025-04-14
RPH20240034,CS201,Database Systems,4.0,2023/2024,S2,2025-07-22
RPH20240034,ENG101,Technical Writing,3.0,2023/2024,S1,2025-11-26
RPH20240034,CS-102,Data Structures,5.0,2023/2024,SEM2,2025-10-22
RPH20230035,ENG101,Technical Writing,3.0,2023/2024,SEM1,2025-07-21
RPH20230035,MTH101,Calculus I,4.0,2024/2025,S2,2025-06-30
RPH20230035,CS201,Database Systems,4.0,2024/2025,S1,2025-06-09
RPH20230035,CS202,Web Development,3.0,2024/2025,S2,2025-11-13
RPH20230035,CS-302,Cloud Computing,,2023/2024,SEM1,2025-06-16
RPH20230035,CS102,Data Structures,5.0,2024/2025,S1,2025-11-18
RPH20230035,PHY101,Physics for Engineers,4.0,2023/2024,SEM2,2025-05-06
RPH20240036,CS302,Cloud Computing,4.0,2025/2026,SEM1,2025-12-07
RPH20240036,CS202,Web Development,3.0,2025/2026,SEM1,2025-10-10
RPH20240036,MTH102,Linear Algebra,4.0,2024/2025,S1,2026-01-10
RPH20240036,PHY101,Physics for Engineers,4.0,2025/2026,SEM2,2025-11-04
RPH20240036,CS101,Introduction to Programming,4.0,2025/2026,Semester 1,2025-10-01
RPH20220037,CS302,Cloud Computing,4.0,2023/2024,Semester 2,2025-02-17
RPH20220037,CS301,Machine Learning,5.0,2025/2026,S2,2025-08-04
RPH20220037,CS-201,Database Systems,4.0,2024/2025,SEM2,2025-05-31
RPH20220037,CS-101,Introduction to Programming,4.0,2025/2026,Semester 2,2025-04-22
RPH20220037,phy101,Physics for Engineers,4.0,2023/2024,Semester 2,2025-12-19
RPH20240038,CS301,Machine Learning,5.0,2024/2025,S2,2026-01-02
RPH20240038,MTH101,Calculus I,4.0,2025/2026,S1,2025-05-03
RPH20240038,CS201,Database Systems,4.0,2024/2025,Semester 1,2025-02-20
RPH20240038,CS202,Web Development,3.0,2024/2025,S1,2025-04-01
RPH20240038,PHY101,Physics for Engineers,4.0,2025/2026,Semester 1,2025-10-09
RPH20240038,CS302,Cloud Computing,4.0,2023/2024,S1,2025-07-06
RPH20220039,CS101,Introduction to Programming,4.0,2025/2026,S2,2025-02-19
RPH20220039,CS-102,Data Structures,5.0,2023/2024,S1,2025-03-24
RPH20220039,,Machine Learning,5.0,2024/2025,S2,2025-08-22
RPH20220039,CS-201,Database Systems,4.0,2024/2025,SEM2,2025-04-28
RPH20230040,CS102,Data Structures,5.0,2024/2025,SEM1,2025-12-19
RPH20230040,,Web Development,3.0,2024/2025,S1,2025-07-02
RPH20230040,MTH102,Linear Algebra,4.0,2024/2025,S1,2025-11-28
RPH20230040,CS302,Cloud Computing,4.0,2024/2025,S2,2025-03-09
RPH20230040,MTH101,Calculus I,4.0,2024/2025,S2,2025-11-27
RPH20230040,CS101,Introduction to Programming,4.0,2025/2026,SEM2,2025-03-28
RPH20230041,ENG101,Technical Writing,3.0,2023/2024,S2,2025-12-30
RPH20230041,PHY101,Physics for Engineers,4.0,2023/2024,SEM1,2025-04-12
RPH20230041,MTH102,Linear Algebra,4.0,2024/2025,SEM2,2025-04-09
RPH20230041,MTH101,Calculus I,4.0,2023/2024,S1,2025-04-28
RPH20230041,CS301,Machine Learning,5.0,2023/2024,Semester 1,2025-05-12
RPH20230041,cs302,Cloud Computing,4.0,2025/2026,SEM1,2025-06-08
RPH20230041,CS102,Data Structures,5.0,2023/2024,Semester 1,2025-04-25
RPH20220042,CS202,Web Development,3.0,2024/2025,SEM1,2025-07-08
RPH20220042,CS201,Database Systems,4.0,2023/2024,S1,2025-08-13
RPH20220042,,Physics for Engineers,4.0,2025/2026,SEM2,2026-01-10
RPH20220042,CS102,Data Structures,5.0,2025/2026,Semester 1,2025-09-21
RPH20220042,CS302,Cloud Computing,4.0,2024/2025,SEM2,2025-11-15
RPH20220042,MTH102,Linear Algebra,4.0,2024/2025,Semester 2,2025-05-12
RPH20240043,CS-202,Web Development,3.0,2025/2026,SEM1,2025-08-15
RPH20240043,CS101,Introduction to Programming,4.0,2023/2024,SEM1,2025-05-11
RPH20240043,CS301,Machine Learning,5.0,2024/2025,Semester 1,2025-06-09
RPH20240043,PHY101,Physics for Engineers,4.0,2024/2025,Semester 1,2025-03-07
RPH20240043,CS302,Cloud Computing,4.0,2024/2025,SEM2,2025-03-09
RPH20240043,ENG101,Technical Writing,3.0,2023/2024,Semester 2,2025-08-30
RPH20240043,CS-102,Data Structures,5.0,2024/2025,Semester 2,2025-08-22
RPH20230044,ENG101,Technical Writing,3.0,2023/2024,S1,2025-09-03
RPH20230044,,Linear Algebra,4.0,2023/2024,SEM1,2025-05-14
RPH20230044,CS202,Web Development,3.0,2024/2025,SEM2,2025-03-19
RPH20230044,CS302,Cloud Computing,4.0,2025/2026,S2,2025-12-09
RPH20230044,PHY101,Physics for Engineers,4.0,2023/2024,Semester 1,2025-11-06
RPH20220045,MTH102,Linear Algebra,4.0,2023/2024,Semester 2,2025-04-29
RPH20220045,CS301,Machine Learning,5.0,2023/2024,S1,2025-08-21
RPH20220045,CS202,Web Development,3.0,2024/2025,SEM2,2025-04-30
RPH20220045,CS302,Cloud Computing,4.0,2024/2025,S2,2025-10-26
RPH20220045,CS-201,Database Systems,4.0,2024/2025,S2,2025-06-19
RPH20220045,PHY101,Physics for Engineers,4.0,2024/2025,SEM2,2025-08-31
RPH20220045,ENG101,Technical Writing,3.0,2025/2026,SEM2,2025-08-18
RPH20220046,CS101,Introduction to Programming,4.0,2025/2026,S2,2026-01-05
RPH20220046,CS302,Cloud Computing,4.0,2024/2025,SEM1,2025-11-01
RPH20220046,CS201,Database Systems,4.0,2023/2024,S2,2025-02-17
RPH20220046,CS301,Machine Learning,5.0,2024/2025,S2,2025-07-02
RPH20230047,CS-101,Introduction to Programming,4.0,2025/2026,S1,2025-04-05
RPH20230047,,Data Structures,5.0,2024/2025,S1,2025-10-17
RPH20230047,CS302,Cloud Computing,4.0,2025/2026,SEM1,2025-04-10
RPH20230047,PHY101,Physics for Engineers,4.0,2025/2026,Semester 1,2025-09-18
RPH20230047,MTH102,Linear Algebra,4.0,2023/2024,S2,2025-06-10
RPH20220048,CS202,Web Development,3.0,2023/2024,Semester 2,2025-02-22
RPH20220048,ENG101,Technical Writing,3.0,2025/2026,SEM1,2025-09-04
RPH20220048,CS301,Machine Learning,5.0,2025/2026,Semester 2,2025-11-29
RPH20220048,CS-102,Data Structures,5.0,2025/2026,Semester 2,2025-09-10
RPH20220049,CS302,Cloud Computing,4.0,2023/2024,Semester 1,2025-11-11
RPH20220049,ENG101,Technical Writing,3.0,2023/2024,SEM2,2025-07-15
RPH20220049,PHY101,Physics for Engineers,4.0,2024/2025,SEM2,2025-11-24
RPH20220049,CS102,Data Structures,5.0,2023/2024,S2,2025-09-25
RPH20220050,CS202,Web Development,3.0,2023/2024,SEM2,2025-05-31
RPH20220050,,Technical Writing,3.0,2025/2026,S2,2025-02-18
RPH20220050,MTH102,Linear Algebra,4.0,2024/2025,Semester 2,2025-02-19
RPH20220050,CS101,Introduction to Programming,4.0,2025/2026,Semester 1,2025-03-22
RPH20220050,CS301,Machine Learning,5.0,2023/2024,Semester 2,2025-03-01
RPH20220050,CS302,Cloud Computing,4.0,2025/2026,SEM2,2026-01-01
RPH20220050,CS102,Data Structures,5.0,2025/2026,S1,2025-12-29
RPH20220051,MTH101,Calculus I,4.0,2025/2026,S1,2025-12-09
RPH20220051,CS102,Data Structures,5.0,2024/2025,SEM2,2025-11-27
RPH20220051,PHY101,Physics for Engineers,4.0,2024/2025,S1,2025-12-16
RPH20220051,CS101,Introduction to Programming,4.0,2025/2026,S1,2025-08-28
RPH20220052,cs301,Machine Learning,5.0,2023/2024,Semester 2,2026-01-04
RPH20220052,PHY101,Physics for Engineers,4.0,2025/2026,Semester 1,2025-04-29
RPH20220052,CS302,Cloud Computing,4.0,2023/2024,S1,2026-01-02
RPH20220052,CS201,Database Systems,4.0,2023/2024,Semester 2,2025-10-09
RPH20220052,MTH102,Linear Algebra,4.0,2025/2026,Semester 1,2025-12-23
RPH20250053,PHY101,Physics for Engineers,4.0,2025/2026,S2,2025-09-03
RPH20250053,CS202,Web Development,3.0,2024/2025,S2,2026-01-01
RPH20250053,CS101,Introduction to Programming,4.0,2025/2026,Semester 1,2025-08-25
RPH20250053,CS102,Data Structures,5.0,2024/2025,SEM2,2025-05-05
RPH20230054,CS101,Introduction to Programming,4.0,2024/2025,SEM1,2025-08-23
RPH20230054,ENG101,Technical Writing,3.0,2025/2026,S2,2025-07-16
RPH20230054,PHY101,Physics for Engineers,4.0,2024/2025,S1,2025-08-15
RPH20230054,CS301,Machine Learning,5.0,2024/2025,S2,2025-06-08
RPH20230054,CS102,Data Structures,5.0,2023/2024,SEM2,2025-08-13
RPH20230054,,Database Systems,4.0,2025/2026,SEM2,2025-04-20
RPH20250055,CS101,Introduction to Programming,4.0,2025/2026,SEM2,2025-07-25
RPH20250055,,Machine Learning,5.0,2025/2026,SEM1,2025-12-14
RPH20250055,MTH101,Calculus I,4.0,2025/2026,SEM1,2025-10-21
RPH20250055,cs102,Data Structures,5.0,2024/2025,Semester 2,2025-03-11
RPH20250055,ENG101,Technical Writing,3.0,2024/2025,Semester 2,2025-05-08
RPH20250055,CS202,Web Development,3.0,2024/2025,S2,2025-07-21
RPH20250055,,Linear Algebra,4.0,2025/2026,Semester 1,2025-11-04
RPH20240056,CS301,Machine Learning,5.0,2024/2025,Semester 1,2025-04-01
RPH20240056,MTH102,Linear Algebra,4.0,2023/2024,Semester 1,2025-05-21
RPH20240056,CS102,Data Structures,5.0,2025/2026,Semester 2,2025-05-07
RPH20240056,CS201,Database Systems,4.0,2023/2024,S2,2025-11-23
RPH20240056,CS101,Introduction to Programming,4.0,2023/2024,SEM1,2025-10-20
RPH20240056,PHY101,Physics for Engineers,4.0,2024/2025,Semester 2,2025-07-03
RPH20250057,MTH102,Linear Algebra,4.0,2025/2026,SEM1,2025-07-22
RPH20250057,CS102,Data Structures,5.0,2023/2024,S1,2025-02-27
RPH20250057,CS-101,Introduction to Programming,4.0,2023/2024,Semester 1,2025-08-11
RPH20250057,MTH101,Calculus I,4.0,2023/2024,S2,2025-12-28
RPH20250057,CS201,Database Systems,4.0,2025/2026,Semester 1,2025-10-03
RPH20220058,PHY101,Physics for Engineers,4.0,2024/2025,SEM2,2025-10-20
RPH20220058,MTH101,Calculus I,4.0,2024/2025,Semester 1,2025-04-19
RPH20220058,ENG101,Technical Writing,,2024/2025,Semester 2,2025-03-01
RPH20220058,CS101,Introduction to Programming,4.0,2025/2026,SEM2,2025-09-15
RPH20220058,CS102,Data Structures,5.0,2024/2025,S2,2025-12-14
RPH20250059,MTH102,Linear Algebra,4.0,2025/2026,S2,2025-06-02
RPH20250059,CS101,Introduction to Programming,4.0,2023/2024,SEM1,2025-04-17
RPH20250059,,Cloud Computing,4.0,2025/2026,SEM1,2025-11-28
RPH20250059,PHY101,Physics for Engineers,4.0,2024/2025,S1,2025-06-22
RPH20250059,mth101,Calculus I,4.0,2025/2026,Semester 2,2025-09-14
RPH20250059,ENG101,Technical Writing,3.0,2024/2025,SEM2,2025-10-11
RPH20230060,CS-102,Data Structures,5.0,2024/2025,Semester 2,2025-04-22
RPH20230060,MTH102,Linear Algebra,4.0,2024/2025,S1,2025-12-01
RPH20230060,MTH101,Calculus I,4.0,2025/2026,S1,2025-11-14
RPH20230060,,Physics for Engineers,4.0,2023/2024,S2,2025-05-19
RPH20230061,ENG101,Technical Writing,3.0,2023/2024,S2,2025-12-17
RPH20230061,MTH102,Linear Algebra,4.0,2023/2024,Semester 2,2025-04-07
RPH20230061,CS102,Data Structures,5.0,2024/2025,SEM2,2025-05-23
RPH20230061,CS202,Web Development,3.0,2024/2025,Semester 2,2025-05-27
RPH20230061,PHY101,Physics for Engineers,4.0,2025/2026,S2,2025-12-03
RPH20230062,CS-202,Web Development,3.0,2023/2024,Semester 2,2025-07-04
RPH20230062,CS101,Introduction to Programming,4.0,2025/2026,S1,2025-09-26
RPH20230062,MTH101,Calculus I,4.0,2023/2024,Semester 2,2025-05-01
RPH20230062,CS201,Database Systems,4.0,2025/2026,Semester 1,2025-03-10
RPH20230062,ENG101,Technical Writing,3.0,2025/2026,S2,2025-07-19
RPH20230062,CS301,Machine Learning,5.0,2023/2024,Semester 2,2025-04-11
RPH20240063,CS101,Introduction to Programming,4.0,2023/2024,SEM1,2025-09-10
RPH20240063,CS102,Data Structures,,2023/2024,Semester 2,2025-09-15
RPH20240063,CS202,Web Development,3.0,2023/2024,Semester 2,2025-04-07
RPH20240063,ENG101,Technical Writing,3.0,2025/2026,SEM2,2025-02-21
RPH20230064,CS202,Web Development,3.0,2025/2026,SEM2,2025-05-20
RPH20230064,ENG101,Technical Writing,3.0,2024/2025,SEM2,2025-12-21
RPH20230064,CS-101,Introduction to Programming,4.0,2023/2024,SEM1,2025-11-23
RPH20230064,CS102,Data Structures,5.0,2024/2025,Semester 1,2025-08-29
RPH20230064,,Calculus I,4.0,2025/2026,S2,2025-03-09
RPH20230064,MTH102,Linear Algebra,4.0,2025/2026,SEM1,2025-11-18
