Student_ID,Course_Code,Course_Title,Credits,Academic_Year,Semester,Enrollment_Date
RPK20240048,CS302,Cloud Computing,4.0,2023/2024,S2,2025-09-15
RPK20230049,CS302,Cloud Computing,,2024/2025,SEM1,2025-05-26
RPK20230049,CS201,Database Systems,4.0,2025/2026,Semester 1,2025-04-21
RPK20230049,CS102,Data Structures,5.0,2023/2024,S1,2025-07-31
RPK20230049,CS101,Introduction to Programming,4.0,2025/2026,SEM1,2025-12-25
RPK20230049,PHY101,Physics for Engineers,4.0,2024/2025,SEM2,2025-12-28
RPK20230049,MTH102,Linear Algebra,4.0,2025/2026,Semester 2,2025-09-16
RPK20230049,MTH101,Calculus I,4.0,2023/2024,SEM2,2025-08-07
RPK20250050,PHY101,Physics for Engineers,4.0,2024/2025,S2,2025-06-27
RPK20250050,CS201,Database Systems,4.0,2024/2025,S2,2025-11-21
RPK20250050,MTH102,Linear Algebra,4.0,2024/2025,Semester 2,2025-05-09
RPK20250050,CS-101,Introduction to Programming,4.0,2025/2026,S2,2026-01-10
RPK20220051,,Web Development,3.0,2025/2026,Semester 1,2025-08-06
RPK20220051,CS201,Database Systems,4.0,2025/2026,Semester 2,2025-12-02
RPK20220051,CS102,Data Structures,5.0,2023/2024,S1,2025-09-30
RPK20220051,CS101,Introduction to Programming,4.0,2024/2025,SEM2,2025-05-16
RPK20220051,MTH101,Calculus I,4.0,2023/2024,S2,2025-02-23
RPK20220051,PHY101,Physics for Engineers,4.0,2024/2025,S2,2025-12-12
RPK20220051,cs302,Cloud Computing,4.0,2025/2026,Semester 2,2025-07-02
RPK20220052,CS201,Database Systems,4.0,2025/2026,SEM1,2025-11-28
RPK20220052,CS102,Data Structures,5.0,2025/2026,SEM2,2025-10-11
RPK20220052,CS-302,Cloud Computing,4.0,2025/2026,Semester 2,2025-04-17
RPK20220052,MTH101,Calculus I,4.0,2024/2025,S1,2025-05-12
RPK20220052,PHY101,Physics for Engineers,4.0,2025/2026,S2,2025-12-18
RPK20230053,CS302,Cloud Computing,4.0,2024/2025,Semester 2,2025-10-04
RPK20230053,CS301,Machine Learning,5.0,2023/2024,S1,2025-10-12
RPK20230053,CS102,Data Structures,5.0,2024/2025,S1,2025-03-18
RPK20230053,CS101,Introduction to Programming,4.0,2024/2025,SEM2,2025-06-18
RPK20230053,MTH101,Calculus I,4.0,2023/2024,S1,2025-11-07
RPK20240054,ENG101,Technical Writing,3.0,2023/2024,S2,2025-07-04
RPK20240054,CS201,Database Systems,4.0,2024/2025,Semester 2,2025-03-23
RPK20240054,MTH101,Calculus I,4.0,2023/2024,S1,2025-10-26
RPK20240054,PHY101,Physics for Engineers,4.0,2023/2024,S1,2026-01-12
RPK20240054,CS102,Data Structures,5.0,2024/2025,SEM2,2025-04-23
RPK20240054,CS302,Cloud Computing,4.0,2024/2025,S1,2025-07-09
RPK20230055,MTH101,Calculus I,4.0,2024/2025,S2,2025-11-25
RPK20230055,ENG101,Technical Writing,3.0,2023/2024,SEM1,2025-05-29
RPK20230055,CS202,Web Development,3.0,2025/2026,Semester 2,2025-06-13
RPK20230055,MTH102,Linear Algebra,4.0,2025/2026,S2,2025-03-18
RPK20230055,PHY101,Physics for Engineers,4.0,2024/2025,S1,2025-09-02
RPK20230055,CS101,Introduction to Programming,4.0,2024/2025,S1,2025-11-28
RPK20230055,cs201,Database Systems,4.0,2024/2025,SEM2,2025-03-04
RPK20220056,CS302,Cloud Computing,4.0,2023/2024,SEM2,2025-04-21
RPK20220056,cs102,Data Structures,5.0,2023/2024,Semester 2,2025-06-02
RPK20220056,MTH102,Linear Algebra,4.0,2024/2025,Semester 2,2025-09-14
RPK20220056,CS201,Database Systems,4.0,2025/2026,Semester 2,2025-11-13
RPK20220056,CS301,Machine Learning,5.0,2023/2024,S1,2025-12-16
RPK20220056,CS101,Introduction to Programming,4.0,2025/2026,SEM1,2025-10-11
RPK20240057,CS-202,Web Development,3.0,2023/2024,Semester 2,2025-09-13
RPK20240057,CS101,Introduction to Programming,4.0,2025/2026,S2,2025-04-09
RPK20240057,CS301,Machine Learning,5.0,2023/2024,Semester 1,2025-02-18
RPK20240057,CS102,Data Structures,5.0,2024/2025,S2,2025-04-11
RPK20240057,PHY101,Physics for Engineers,4.0,2025/2026,Semester 2,2026-01-12
RPK20250058,MTH102,Linear Algebra,4.0,2025/2026,Semester 2,2025-04-28
RPK20250058,MTH101,Calculus I,4.0,2024/2025,SEM1,2025-08-28
RPK20250058,CS301,Machine Learning,5.0,2023/2024,Semester 2,2025-10-03
RPK20250058,PHY101,Physics for Engineers,4.0,2025/2026,S2,2025-03-17
RPK20250058,CS102,Data Structures,5.0,2024/2025,S2,2025-02-15
RPK20250058,ENG101,Technical Writing,3.0,2024/2025,S1,2025-12-18
RPK20250059,MTH102,Linear Algebra,4.0,2025/2026,SEM2,2025-07-11
RPK20250059,PHY101,Physics for Engineers,4.0,2025/2026,SEM1,2025-10-20
RPK20250059,ENG101,Technical Writing,3.0,2025/2026,S2,2025-02-22
RPK20250059,CS302,Cloud Computing,4.0,2023/2024,SEM2,2025-03-29
RPK20240060,MTH101,Calculus I,4.0,2024/2025,SEM2,2025-07-12
RPK20240060,ENG101,Technical Writing,3.0,2024/2025,S2,2025-12-20
RPK20240060,MTH102,Linear Algebra,4.0,2024/2025,Semester 1,2025-10-12
RPK20240060,CS101,Introduction to Programming,4.0,2023/2024,S1,2025-11-30
RPK20230061,cs102,Data Structures,5.0,2023/2024,S1,2025-10-24
RPK20230061,PHY101,Physics for Engineers,4.0,2024/2025,SEM2,2025-03-26
RPK20230061,cs301,Machine Learning,5.0,2025/2026,S2,2025-09-04
RPK20230061,CS101,Introduction to Programming,,2024/2025,Semester 2,2026-01-02
RPK20230062,CS302,Cloud Computing,4.0,2024/2025,SEM2,2025-12-26
RPK20230062,CS201,Database Systems,4.0,2025/2026,Semester 1,2025-07-17
RPK20230062,CS102,Data Structures,5.0,2024/2025,S1,2025-09-09
RPK20230062,PHY101,Physics for Engineers,4.0,2023/2024,SEM2,2025-08-04
RPK20230062,CS101,Introduction to Programming,4.0,2023/2024,Semester 1,2025-11-04
RPK20240063,CS201,Database Systems,4.0,2023/2024,SEM2,2025-11-06
RPK20240063,cs102,Data Structures,5.0,2024/2025,Semester 1,2025-04-04
RPK20240063,MTH101,Calculus I,4.0,2024/2025,Semester 1,2025-08-13
RPK20240063,CS302,Cloud Computing,4.0,2023/2024,Semester 1,2025-07-01
RPK20250064,MTH101,Calculus I,4.0,2024/2025,S2,2025-11-25
RPK20250064,ENG101,Technical Writing,3.0,2023/2024,S2,2025-07-21
RPK20250064,CS102,Data Structures,5.0,2024/2025,SEM2,2025-07-21
RPK20250064,CS101,Introduction to Programming,4.0,2024/2025,Semester 1,2025-09-25
RPK20250064,CS201,Database Systems,4.0,2025/2026,SEM2,2025-11-01
RPK20240065,CS101,Introduction to Programming,4.0,2025/2026,S2,2025-07-30
RPK20240065,CS301,Machine Learning,5.0,2024/2025,S1,2025-12-16
RPK20240065,CS201,Database Systems,4.0,2023/2024,SEM1,2025-11-02
RPK20240065,CS202,Web Development,3.0,2023/2024,S2,2025-06-06
RPK20240065,PHY101,Physics for Engineers,4.0,2023/2024,S1,2025-06-20
RPK20240065,,Cloud Computing,4.0,2023/2024,SEM2,2025-12-13
RPK20240065,,Linear Algebra,4.0,2025/2026,S1,2025-07-16
RPK20240066,,Calculus I,4.0,2024/2025,S1,2025-07-25
RPK20240066,CS201,Database Systems,4.0,2024/2025,Semester 1,2026-01-05
RPK20240066,CS101,Introduction to Programming,4.0,2025/2026,S2,2025-05-20
RPK20240066,MTH102,Linear Algebra,4.0,2024/2025,Semester 2,2025-06-20
RPK20240066,CS202,Web Development,3.0,2024/2025,SEM2,2025-07-08
RPK20240066,PHY101,Physics for Engineers,4.0,2023/2024,Semester 2,2025-07-10
RPK20240066,CS102,Data Structures,5.0,2024/2025,Semester 1,2025-03-17
